epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,394.332,1.75,2.08887,1.35738,0.55703,0.47847,0.47931,0.21905,1.54466,1.86521,1.34082,0.000659722,0.000659722,0.000659722
2,931.987,1.69172,1.33675,1.31598,0.56507,0.55723,0.56343,0.27849,1.53059,1.52152,1.37027,0.00106376,0.00106376,0.00106376
